576, 0, 0, 0
577, 2738, 613, 3351
578, 3212, 990, 4202
579, 2374, 279, 2653
580, 0, 0, 0
581, 3003, 933, 3936
582, 2373, 791, 3164
583, 2551, 248, 2799
584, 2280, 624, 2904
585, 2715, 762, 3477
586, 5285, 2157, 7442
587, 0, 0, 0
588, 2595, 64, 2659
589, 3995, 630, 4625
590, 3795, 176, 3971
591, 3222, 161, 3383
592, 5214, 621, 5835
593, 0, 0, 0
594, 4568, 792, 5360
595, 4, 1, 5
596, 0, 0, 0
597, 5166, 4084, 9250
598, 6490, 3131, 9621
599, 5019, 2737, 7756
600, 4182, 1262, 5444
601, 3515, 1654, 5169
602, 2616, 1361, 3977
603, 2489, 1528, 4017
604, 2889, 1769, 4658
605, 4134, 3336, 7470
606, 666, 350, 1016
607, 5812, 1367, 7179
608, 3661, 2151, 5812
609, 1283, 218, 1501
610, 137, 35, 172
611, 7, 252, 259
612, 0, 33, 33
613, 0, 0, 0
614, 0, 0, 0
615, 497, 554, 1051
616, 0, 0, 0
617, 0, 0, 0
618, 86, 86, 172
619, 0, 0, 0
620, 6596, 3084, 9680
621, 0, 0, 0
622, 0, 0, 0
623, 0, 0, 0
624, 2317, 2384, 4701
625, 0, 0, 0
626, 786, 584, 1370
627, 0, 0, 0
628, 1972, 1877, 3849
629, 2576, 1843, 4419
630, 0, 0, 0
631, 16, 17, 33
632, 332, 148, 480
633, 0, 0, 0
634, 3141, 2504, 5645
635, 0, 0, 0
636, 0, 0, 0
637, 5425, 2782, 8207
638, 1308, 575, 1883
639, 0, 0, 0
640, 302, 146, 448
641, 0, 0, 0
642, 0, 0, 0
643, 797, 197, 994
644, 0, 0, 0
645, 224, 45, 269
646, 0, 0, 0
647, 0, 0, 0
648, 985, 802, 1787
649, 347, 156, 503
650, 1377, 269, 1646
651, 0, 0, 0
652, 402, 365, 767
653, 745, 155, 900
654, 772, 222, 994
655, 194, 162, 356
656, 341, 334, 675
657, 1087, 332, 1419
658, 218, 34, 252
659, 557, 139, 696
660, 47092, 4397, 51489
661, 0, 0, 0
662, 0, 0, 0
663, 0, 0, 0
664, 1062, 661, 1723
665, 0, 0, 0
666, 1242, 130, 1372
667, 305, 30, 335
668, 892, 292, 1184
669, 0, 0, 0
670, 12, 4, 16
671, 0, 0, 0
672, 0, 0, 0
673, 1615, 44, 1659
674, 0, 0, 0
675, 0, 0, 0
676, 0, 0, 0
677, 1824, 1160, 2984
678, 2957, 1213, 4170
679, 0, 0, 0
680, 0, 0, 0
681, 0, 0, 0
682, 1394, 984, 2378
683, 6296, 2127, 8423
684, 0, 0, 0
685, 8092, 889, 8981
686, 0, 49, 49
687, 12325, 2294, 14619
688, 2520, 556, 3076
689, 0, 0, 0
690, 0, 3, 3
691, 921, 546, 1467
692, 0, 0, 0
693, 0, 0, 0
694, 62, 48, 110
695, 29, 23, 52
696, 2653, 2960, 5613
697, 0, 0, 0
698, 0, 0, 0
699, 0, 0, 0
700, 138, 54, 192
701, 2999, 2009, 5008
702, 0, 0, 0
703, 1558, 992, 2550
704, 1674, 1084, 2758
705, 1908, 974, 2882
706, 1893, 1080, 2973
707, 1287, 781, 2068
708, 2168, 1710, 3878
709, 2371, 1722, 4093
710, 2010, 1579, 3589
711, 10, 1, 11
712, 3204, 2926, 6130
713, 1524, 1224, 2748
714, 2535, 1577, 4112
715, 1878, 1518, 3396
716, 2259, 1116, 3375
717, 1775, 891, 2666
718, 2199, 931, 3130
719, 1856, 1069, 2925
720, 6514, 2288, 8802
721, 5197, 2518, 7715
722, 3080, 1216, 4296
723, 5621, 3209, 8830
724, 4028, 1728, 5756
725, 4732, 3411, 8143
726, 4873, 2955, 7828
727, 4387, 2869, 7256
728, 4372, 1563, 5935
729, 4426, 2554, 6980
730, 3187, 947, 4134
731, 7944, 2656, 10600
732, 2096, 589, 2685
733, 4748, 2239, 6987
734, 1260, 235, 1495
735, 2459, 555, 3014
736, 1533, 1688, 3221
737, 1397, 1353, 2750
738, 1719, 1454, 3173
739, 2521, 2072, 4593
740, 1963, 1598, 3561
741, 1228, 940, 2168
742, 208, 70, 278
743, 128, 316, 444
744, 1455, 1745, 3200
745, 1698, 2139, 3837
746, 119, 269, 388
747, 1422, 1709, 3131
748, 1460, 458, 1918
749, 2895, 2264, 5159
750, 1971, 3607, 5578
751, 0, 0, 0
752, 1202, 1580, 2782
753, 0, 0, 0
754, 3408, 4400, 7808
755, 5837, 3124, 8961
756, 2472, 1322, 3794
757, 3096, 1567, 4663
758, 4673, 2518, 7191
759, 7, 7, 14
760, 2971, 140, 3111
761, 1765, 75, 1840
762, 2386, 339, 2725
763, 5451, 1474, 6925
764, 14123, 6153, 20276
765, 3008, 525, 3533
766, 7855, 959, 8814
767, 3519, 131, 3650
768, 0, 0, 0
769, 8530, 1433, 9963
770, 5969, 764, 6733
771, 5025, 604, 5629
772, 7390, 904, 8294
773, 6597, 729, 7326
774, 1507, 225, 1732
775, 0, 9, 9
776, 0, 553, 553
777, 0, 44, 44
778, 15, 2, 17
779, 1, 5, 6
780, 0, 0, 0
781, 179, 437, 616
782, 4, 12, 16
783, 460, 98, 558
784, 923, 1005, 1928
785, 181, 118, 299
786, 994, 398, 1393
787, 1674, 679, 2353
788, 840, 758, 1598
789, 0, 0, 0
790, 263, 837, 1100
791, 0, 0, 0
792, 0, 0, 0
793, 1232, 851, 2083
794, 1146, 1077, 2223
795, 754, 322, 1076
796, 474, 201, 675
797, 518, 657, 1175
798, 676, 738, 1414
799, 1384, 1950, 3334
800, 637, 684, 1321
801, 434, 672, 1106
802, 885, 1111, 1996
803, 1310, 2094, 3404
804, 989, 2013, 3002
805, 0, 0, 0
806, 1016, 636, 1652
807, 1968, 2101, 4069
808, 2161, 2140, 4301
809, 527, 327, 854
810, 374, 73, 447
811, 5471, 3402, 8873
812, 2549, 968, 3517
813, 238, 340, 578
814, 0, 0, 0
815, 466, 834, 1300
816, 1906, 1751, 3657
817, 304, 399, 703
818, 571, 346, 917
819, 0, 0, 0
820, 436, 155, 591
821, 239, 119, 358
822, 316, 388, 704
823, 200, 196, 396
824, 0, 0, 0
825, 44, 329, 373
826, 1828, 2874, 4702
827, 1538, 2824, 4362
828, 2026, 2821, 4847
829, 13, 51, 64
830, 303, 1081, 1384
831, 1181, 2386, 3567
832, 1073, 2699, 3772
833, 650, 1675, 2325
834, 508, 1024, 1532
835, 1051, 2905, 3956
836, 138, 407, 545
837, 1335, 1536, 2871
838, 1135, 1305, 2440
839, 1696, 613, 2309
840, 598, 521, 1119
841, 1094, 764, 1858
842, 573, 729, 1302
843, 343, 1213, 1556
844, 438, 1590, 2028
845, 1176, 1485, 2661
846, 560, 588, 1148
847, 720, 1817, 2537
848, 899, 2091, 2990
849, 394, 796, 1190
850, 696, 1500, 2196
851, 676, 1198, 1874
852, 303, 927, 1230
853, 86, 133, 219
854, 12, 8, 20
855, 45, 153, 198
856, 855, 1396, 2251
857, 68, 31, 99
858, 1181, 1292, 2473
859, 1019, 1905, 2924
860, 963, 1205, 2168
861, 778, 1146, 1924
862, 599, 616, 1215
863, 127, 200, 327
864, 251, 463, 714
865, 219, 361, 580
866, 192, 299, 491
867, 424, 806, 1230
868, 460, 888, 1348
869, 84, 14, 98
870, 581, 302, 883
871, 1161, 1024, 2185
872, 1042, 541, 1583
873, 581, 694, 1275
874, 152, 541, 693
875, 356, 1248, 1604
876, 224, 774, 998
877, 742, 1597, 2339
878, 1191, 1524, 2715
879, 920, 1194, 2114
880, 1442, 3650, 5092
881, 692, 1400, 2092
882, 515, 953, 1468
883, 413, 1144, 1557
884, 490, 1746, 2236
885, 27, 67, 94
886, 869, 3058, 3927
887, 0, 0, 0
888, 4757, 3111, 7868
889, 5137, 2425, 7562
890, 4880, 1421, 6301
891, 2005, 532, 2537
892, 6579, 1557, 8136
893, 7373, 1879, 9252
894, 5808, 1663, 7471
895, 8611, 3067, 11678
896, 2836, 1468, 4304
897, 1074, 317, 1391
898, 4715, 1615, 6330
899, 11083, 2842, 13925
900, 2593, 2354, 4947
901, 6534, 3020, 9554
902, 9386, 2493, 11879
903, 4570, 1973, 6543
904, 2375, 1419, 3794
905, 8516, 3046, 11562
906, 11143, 3862, 15005
907, 8146, 2541, 10687
908, 8913, 3504, 12417
909, 10045, 3648, 13693
910, 466, 137, 603
911, 2344, 1906, 4250
912, 5520, 5328, 10848
913, 4140, 2412, 6552
914, 9422, 6303, 15725
915, 4241, 3021, 7262
916, 4427, 1705, 6132
917, 1034, 536, 1570
918, 1800, 965, 2765
919, 2, 5, 7
920, 16, 43, 59
921, 3968, 1118, 5086
922, 3255, 1602, 4857
923, 1262, 1448, 2710
924, 596, 319, 915
925, 1245, 962, 2207
926, 1226, 1307, 2533
927, 1118, 1315, 2433
928, 0, 0, 0
929, 2285, 1593, 3878
930, 3205, 1040, 4245
931, 0, 0, 0
932, 165, 99, 264
933, 1275, 361, 1636
934, 1144, 336, 1480
935, 1458, 471, 1929
936, 1994, 731, 2725
937, 1825, 853, 2678
938, 1497, 669, 2166
939, 1538, 645, 2183
940, 1972, 930, 2902
941, 4953, 2304, 7257
942, 4488, 2683, 7171
943, 3021, 988, 4009
944, 21923, 2572, 24495
945, 438, 156, 594
946, 660, 144, 804
947, 975, 344, 1319
948, 1342, 1172, 2514
949, 0, 0, 0
950, 9216, 2694, 11910
951, 1824, 716, 2540
952, 247, 157, 404
953, 379, 52, 431
954, 773, 433, 1206
955, 499, 221, 720
956, 3119, 1011, 4130
957, 2126, 898, 3024
958, 8936, 3507, 12443
959, 2800, 999, 3799
960, 2178, 645, 2823
961, 2404, 1434, 3838
962, 2485, 895, 3380
963, 2878, 744, 3622
964, 2465, 679, 3144
965, 2477, 572, 3049
966, 2850, 1259, 4109
967, 2697, 1810, 4507
968, 1857, 1118, 2975
969, 1165, 623, 1788
970, 0, 0, 0
971, 4374, 1213, 5587
972, 5414, 1395, 6809
973, 1202, 104, 1306
974, 1458, 213, 1671
975, 314, 60, 374
976, 137, 50, 187
977, 21, 10, 31
978, 0, 0, 0
979, 9495, 698, 10193
980, 4840, 486, 5326
981, 11184, 2538, 13722
982, 7850, 1363, 9213
983, 4469, 1308, 5777
984, 4290, 499, 4789
985, 5243, 961, 6204
986, 398, 162, 560
987, 514, 209, 723
988, 387, 158, 545
989, 1851, 411, 2262
990, 527, 220, 747
991, 551, 211, 762
992, 3929, 1277, 5206
993, 1131, 375, 1506
994, 3219, 893, 4112
995, 2042, 775, 2817
996, 4344, 1454, 5798
997, 1959, 797, 2756
998, 2332, 1024, 3356
999, 4946, 1495, 6441
1000, 4090, 1468, 5558
1001, 1105, 318, 1423
1002, 3020, 688, 3708
1003, 5160, 1161, 6321
1004, 4893, 897, 5790
1005, 6691, 1593, 8284
1006, 2921, 592, 3513
1007, 5876, 2700, 8576
1008, 0, 0, 0
1009, 3515, 2080, 5595
1010, 4193, 2606, 6799
1011, 4419, 2609, 7028
1012, 0, 0, 0
1013, 0, 0, 0
1014, 0, 0, 0
1015, 2692, 700, 3392
1016, 2347, 717, 3064
1017, 2188, 473, 2661
1018, 6455, 1366, 7821
1019, 21, 17, 38
1020, 6069, 1249, 7318
1021, 3583, 1341, 4924
1022, 2473, 551, 3024
1023, 2909, 11058, 13967
1024, 676, 352, 1028
1025, 229, 385, 614
1026, 36, 42, 78
1027, 0, 0, 0
1028, 209, 163, 372
1029, 439, 166, 605
1030, 16, 106, 122
1031, 6017, 12981, 18998
1032, 678, 3097, 3775
1033, 338, 172, 510
1034, 0, 0, 0
1035, 230, 629, 859
1036, 0, 0, 0
1037, 1, 4, 5
1038, 742, 1064, 1806
1039, 1429, 4612, 6041
1040, 720, 1152, 1872
1041, 463, 1168, 1631
1042, 115, 121, 236
1043, 1100, 3965, 5065
1044, 0, 0, 0
1045, 101, 406, 507
1046, 0, 0, 0
1047, 33, 54, 87
1048, 473, 1845, 2318
1049, 1779, 7154, 8933
1050, 1116, 4524, 5640
1051, 1410, 5568, 6978
1052, 27, 108, 135
1053, 0, 0, 0
1054, 43, 174, 217
1055, 1075, 4334, 5409
1056, 276, 1115, 1391
1057, 1918, 7890, 9808
1058, 1211, 4970, 6181
1059, 549, 2165, 2714
1060, 1, 15, 16
1061, 5, 142, 147
1062, 0, 0, 0
1063, 96, 1514, 1610
1064, 38, 60, 98
1065, 2, 6, 8
1066, 10, 136, 146
1067, 41, 126, 167
1068, 12, 39, 51
1069, 49, 52, 101
1070, 3, 14, 17
1071, 356, 1007, 1363
1072, 520, 1829, 2349
1073, 464, 1862, 2326
1074, 8637, 1824, 10461
1075, 1193, 206, 1399
1076, 8171, 1814, 9985
1077, 8202, 1938, 10140
1078, 1385, 446, 1831
1079, 740, 176, 916
1080, 10254, 2066, 12320
1081, 12, 18, 30
1082, 1872, 592, 2464
1083, 2680, 580, 3260
1084, 233, 326, 559
1085, 1271, 521, 1792
1086, 258, 216, 474
1087, 1282, 664, 1946
1088, 2866, 928, 3794
1089, 3679, 1477, 5156
1090, 3759, 1193, 4952
1091, 0, 0, 0
1092, 408, 730, 1138
1093, 0, 0, 0
1094, 10639, 3314, 13953
1095, 4444, 4780, 9224
1096, 146, 136, 282
1097, 27, 22, 49
1098, 46, 141, 187
1099, 485, 735, 1220
1100, 27, 17, 44
1101, 2797, 3844, 6641
1102, 426, 731, 1157
1103, 4795, 7238, 12033
