TAZ,id,Saudi_Male,Saudi_Fema,Total_Saud,Non_Saudi,Non_Saud_1,Total_Non_,Total_Pop,Area,sergios_data_TAZ_1,sergios_data_Saudi_Male,sergios_data_Saudi_Fema,sergios_data_Total_Saud,sergios_data_Non_Saudi,sergios_data_Non_Saud_1,sergios_data_Total_Non_,sergios_data_Total_Pop,sergios_data_Area,sergios_data_Perc,sergios_data_TAZ_12,sergios_data_Saudi_Ma_1,sergios_data_Saudi_Fe_1,sergios_data_Total_Sa_1,sergios_data_Non_Saudi_,sergios_data_Non_Saudi1,sergios_data_Total_Non1,sergios_data_Total_Po_1,sergios_data_Perc_Cont,sergios_data_Perc_Cat
767,767,1847,1672,3519,30,101,131,3650,,767,1847,1672,3519,30,101,131,3650,0,0.04,767,1847,1672,3519,30,101,131,3650,0.03589,1
768,768,0,0,0,0,0,0,0,,768,0,0,0,0,0,0,0,0,0,768,0,0,0,0,0,0,0,0,1
769,769,4477,4053,8530,326,1107,1433,9963,,769,4477,4053,8530,326,1107,1433,9963,0,0.14,769,4477,4053,8530,326,1107,1433,9963,0.143832,1
770,770,3133,2836,5969,174,590,764,6733,,770,3133,2836,5969,174,590,764,6733,0,0.11,770,3133,2836,5969,174,590,764,6733,0.113471,1
448,448,4566,4133,8699,490,1667,2157,10856,,448,4566,4133,8699,490,1667,2157,10856,0,0.2,448,4566,4133,8699,490,1667,2157,10856,0.198692,1
890,890,2704,2176,4880,557,864,1421,6301,,890,2704,2176,4880,557,864,1421,6301,0,0.23,890,2704,2176,4880,557,864,1421,6301,0.22552,2
891,891,1111,894,2005,209,323,532,2537,,891,1111,894,2005,209,323,532,2537,0,0.21,891,1111,894,2005,209,323,532,2537,0.209696,1
892,892,3645,2934,6579,611,946,1557,8136,,892,3645,2934,6579,611,946,1557,8136,0,0.19,892,3645,2934,6579,611,946,1557,8136,0.191372,1
134,134,3844,3094,6938,782,1211,1993,8931,,134,3844,3094,6938,782,1211,1993,8931,0,0.22,134,3844,3094,6938,782,1211,1993,8931,0.223155,2
894,894,3218,2590,5808,652,1011,1663,7471,,894,3218,2590,5808,652,1011,1663,7471,0,0.22,894,3218,2590,5808,652,1011,1663,7471,0.222594,2
895,895,4353,4258,8611,1063,2004,3067,11678,,895,4353,4258,8611,1063,2004,3067,11678,0,0.26,895,4353,4258,8611,1063,2004,3067,11678,0.262631,2
897,897,549,525,1074,168,149,317,1391,,897,549,525,1074,168,149,317,1391,0,0.23,897,549,525,1074,168,149,317,1391,0.227894,2
898,898,2410,2305,4715,858,757,1615,6330,,898,2410,2305,4715,858,757,1615,6330,0,0.26,898,2410,2305,4715,858,757,1615,6330,0.255134,2
899,899,5665,5418,11083,1510,1332,2842,13925,,899,5665,5418,11083,1510,1332,2842,13925,0,0.2,899,5665,5418,11083,1510,1332,2842,13925,0.204093,1
900,900,1325,1268,2593,1251,1103,2354,4947,,900,1325,1268,2593,1251,1103,2354,4947,0,0.48,900,1325,1268,2593,1251,1103,2354,4947,0.475844,3
902,902,4798,4588,9386,1324,1169,2493,11879,,902,4798,4588,9386,1324,1169,2493,11879,0,0.21,902,4798,4588,9386,1324,1169,2493,11879,0.209866,1
903,903,2336,2234,4570,1048,925,1973,6543,,903,2336,2234,4570,1048,925,1973,6543,0,0.3,903,2336,2234,4570,1048,925,1973,6543,0.301544,2
143,143,3599,3443,7042,1915,1689,3604,10646,,143,3599,3443,7042,1915,1689,3604,10646,0,0.34,143,3599,3443,7042,1915,1689,3604,10646,0.338531,2
904,904,1214,1161,2375,754,665,1419,3794,,904,1214,1161,2375,754,665,1419,3794,0,0.37,904,1214,1161,2375,754,665,1419,3794,0.374012,2
905,905,4353,4163,8516,1618,1428,3046,11562,,905,4353,4163,8516,1618,1428,3046,11562,0,0.26,905,4353,4163,8516,1618,1428,3046,11562,0.263449,2
775,775,0,0,0,9,0,9,9,,775,0,0,0,9,0,9,9,0,1,775,0,0,0,9,0,9,9,1,5
776,776,0,0,0,553,0,553,553,,776,0,0,0,553,0,553,553,0,1,776,0,0,0,553,0,553,553,1,5
455,455,138,107,245,97,25,122,367,,455,138,107,245,97,25,122,367,0,0.33,455,138,107,245,97,25,122,367,0.332425,2
742,742,106,102,208,46,24,70,278,,742,106,102,208,46,24,70,278,0,0.25,742,106,102,208,46,24,70,278,0.251799,2
743,743,65,63,128,207,109,316,444,,743,65,63,128,207,109,316,444,0,0.71,743,65,63,128,207,109,316,444,0.711712,4
744,744,738,717,1455,1144,601,1745,3200,,744,738,717,1455,1144,601,1745,3200,0,0.55,744,738,717,1455,1144,601,1745,3200,0.545312,3
796,796,273,201,474,100,101,201,675,,796,273,201,474,100,101,201,675,0,0.3,796,273,201,474,100,101,201,675,0.297778,2
797,797,299,219,518,325,332,657,1175,,797,299,219,518,325,332,657,1175,0,0.56,797,299,219,518,325,332,657,1175,0.559149,3
798,798,390,286,676,366,372,738,1414,,798,390,286,676,366,372,738,1414,0,0.52,798,390,286,676,366,372,738,1414,0.521924,3
799,799,798,586,1384,966,984,1950,3334,,799,798,586,1384,966,984,1950,3334,0,0.58,799,798,586,1384,966,984,1950,3334,0.584883,3
800,800,367,270,637,339,345,684,1321,,800,367,270,637,339,345,684,1321,0,0.52,800,367,270,637,339,345,684,1321,0.51779,3
801,801,250,184,434,333,339,672,1106,,801,250,184,434,333,339,672,1106,0,0.61,801,250,184,434,333,339,672,1106,0.607595,3
806,806,516,500,1016,260,376,636,1652,,806,516,500,1016,260,376,636,1652,0,0.38,806,516,500,1016,260,376,636,1652,0.384988,2
79,79,622,602,1224,526,763,1289,2513,,79,622,602,1224,526,763,1289,2513,0,0.51,79,622,602,1224,526,763,1289,2513,0.512933,3
807,807,1000,968,1968,858,1243,2101,4069,,807,1000,968,1968,858,1243,2101,4069,0,0.52,807,1000,968,1968,858,1243,2101,4069,0.516343,3
808,808,1098,1063,2161,874,1266,2140,4301,,808,1098,1063,2161,874,1266,2140,4301,0,0.5,808,1098,1063,2161,874,1266,2140,4301,0.497559,3
809,809,268,259,527,134,193,327,854,,809,268,259,527,134,193,327,854,0,0.38,809,268,259,527,134,193,327,854,0.382904,2
810,810,190,184,374,30,43,73,447,,810,190,184,374,30,43,73,447,0,0.16,810,190,184,374,30,43,73,447,0.163311,1
811,811,2890,2581,5471,1196,2206,3402,8873,,811,2890,2581,5471,1196,2206,3402,8873,0,0.38,811,2890,2581,5471,1196,2206,3402,8873,0.38341,2
812,812,1347,1202,2549,340,628,968,3517,,812,1347,1202,2549,340,628,968,3517,0,0.28,812,1347,1202,2549,340,628,968,3517,0.275235,2
756,756,1413,1059,2472,596,726,1322,3794,,756,1413,1059,2472,596,726,1322,3794,0,0.35,756,1413,1059,2472,596,726,1322,3794,0.348445,2
814,814,0,0,0,0,0,0,0,,814,0,0,0,0,0,0,0,0,0,814,0,0,0,0,0,0,0,0,1
815,815,237,229,466,441,393,834,1300,,815,237,229,466,441,393,834,1300,0,0.64,815,237,229,466,441,393,834,1300,0.641538,4
117,117,1,0,1,3,2,5,6,,117,1,0,1,3,2,5,6,0,0.83,117,1,0,1,3,2,5,6,0.833333,5
816,816,970,936,1906,926,825,1751,3657,,816,970,936,1906,926,825,1751,3657,0,0.48,816,970,936,1906,926,825,1751,3657,0.478808,3
889,889,2841,2296,5137,1324,1101,2425,7562,,889,2841,2296,5137,1324,1101,2425,7562,0,0.32,889,2841,2296,5137,1324,1101,2425,7562,0.320682,2
131,131,220,177,397,215,178,393,790,,131,220,177,397,215,178,393,790,0,0.5,131,220,177,397,215,178,393,790,0.497468,3
72,72,977,773,1750,916,1106,2022,3772,,72,977,773,1750,916,1106,2022,3772,0,0.54,72,977,773,1750,916,1106,2022,3772,0.536055,3
749,749,1617,1278,2895,1025,1239,2264,5159,,749,1617,1278,2895,1025,1239,2264,5159,0,0.44,749,1617,1278,2895,1025,1239,2264,5159,0.438845,3
577,577,1473,1265,2738,383,230,613,3351,,577,1473,1265,2738,383,230,613,3351,0,0.18,577,1473,1265,2738,383,230,613,3351,0.18293,1
578,578,1728,1484,3212,619,371,990,4202,,578,1728,1484,3212,619,371,990,4202,0,0.24,578,1728,1484,3212,619,371,990,4202,0.235602,2
579,579,1277,1097,2374,174,105,279,2653,,579,1277,1097,2374,174,105,279,2653,0,0.11,579,1277,1097,2374,174,105,279,2653,0.105164,1
570,570,2912,2502,5414,1383,830,2213,7627,,570,2912,2502,5414,1383,830,2213,7627,0,0.29,570,2912,2502,5414,1383,830,2213,7627,0.290153,2
10,10,2562,2201,4763,1653,992,2645,7408,,10,2562,2201,4763,1653,992,2645,7408,0,0.36,10,2562,2201,4763,1653,992,2645,7408,0.357046,2
572,572,3306,2840,6146,1353,812,2165,8311,,572,3306,2840,6146,1353,812,2165,8311,0,0.26,572,3306,2840,6146,1353,812,2165,8311,0.260498,2
573,573,14,13,27,6,23,29,56,,573,14,13,27,6,23,29,56,0,0.52,573,14,13,27,6,23,29,56,0.517857,3
574,574,17,15,32,9,35,44,76,,574,17,15,32,9,35,44,76,0,0.58,574,17,15,32,9,35,44,76,0.578947,3
575,575,118,111,229,58,234,292,521,,575,118,111,229,58,234,292,521,0,0.56,575,118,111,229,58,234,292,521,0.560461,3
576,576,0,0,0,0,0,0,0,,576,0,0,0,0,0,0,0,0,0,576,0,0,0,0,0,0,0,0,1
438,438,1563,1460,3023,166,663,829,3852,,438,1563,1460,3023,166,663,829,3852,0,0.22,438,1563,1460,3023,166,663,829,3852,0.215213,2
582,582,1227,1146,2373,158,633,791,3164,,582,1227,1146,2373,158,633,791,3164,0,0.25,582,1227,1146,2373,158,633,791,3164,0.25,2
440,440,1087,893,1980,117,59,176,2156,,440,1087,893,1980,117,59,176,2156,0,0.08,440,1087,893,1980,117,59,176,2156,0.081633,1
560,560,1247,1117,2364,1590,999,2589,4953,,560,1247,1117,2364,1590,999,2589,4953,0,0.52,560,1247,1117,2364,1590,999,2589,4953,0.522714,3
562,562,2861,2562,5423,3887,2443,6330,11753,,562,2861,2562,5423,3887,2443,6330,11753,0,0.54,562,2861,2562,5423,3887,2443,6330,11753,0.538586,3
563,563,1663,1490,3153,1476,928,2404,5557,,563,1663,1490,3153,1476,928,2404,5557,0,0.43,563,1663,1490,3153,1476,928,2404,5557,0.432608,3
566,566,2276,2126,4402,227,906,1133,5535,,566,2276,2126,4402,227,906,1133,5535,0,0.2,566,2276,2126,4402,227,906,1133,5535,0.204697,1
567,567,2402,2244,4646,262,1050,1312,5958,,567,2402,2244,4646,262,1050,1312,5958,0,0.22,567,2402,2244,4646,262,1050,1312,5958,0.220208,2
568,568,2829,2642,5471,366,1463,1829,7300,,568,2829,2642,5471,366,1463,1829,7300,0,0.25,568,2829,2642,5471,366,1463,1829,7300,0.250548,2
564,564,125,117,242,66,262,328,570,,564,125,117,242,66,262,328,570,0,0.58,564,125,117,242,66,262,328,570,0.575439,3
521,521,928,881,1809,206,288,494,2303,,521,928,881,1809,206,288,494,2303,0,0.21,521,928,881,1809,206,288,494,2303,0.214503,2
526,526,1940,1841,3781,1066,1493,2559,6340,,526,1940,1841,3781,1066,1493,2559,6340,0,0.4,526,1940,1841,3781,1066,1493,2559,6340,0.403628,2
529,529,2219,2106,4325,1191,1668,2859,7184,,529,2219,2106,4325,1191,1668,2859,7184,0,0.4,529,2219,2106,4325,1191,1668,2859,7184,0.397968,2
434,434,0,0,0,0,0,0,0,,434,0,0,0,0,0,0,0,0,0,434,0,0,0,0,0,0,0,0,1
534,534,0,0,0,0,0,0,0,,534,0,0,0,0,0,0,0,0,0,534,0,0,0,0,0,0,0,0,1
413,413,344,308,652,56,36,92,744,,413,344,308,652,56,36,92,744,0,0.12,413,344,308,652,56,36,92,744,0.123656,1
462,462,239,215,454,157,98,255,709,,462,239,215,454,157,98,255,709,0,0.36,462,239,215,454,157,98,255,709,0.359661,2
520,520,539,483,1022,87,55,142,1164,,520,539,483,1022,87,55,142,1164,0,0.12,520,539,483,1022,87,55,142,1164,0.121993,1
833,833,361,289,650,966,709,1675,2325,,833,361,289,650,966,709,1675,2325,0,0.72,833,361,289,650,966,709,1675,2325,0.72043,4
834,834,282,226,508,591,433,1024,1532,,834,282,226,508,591,433,1024,1532,0,0.67,834,282,226,508,591,433,1024,1532,0.668407,4
836,836,77,61,138,235,172,407,545,,836,77,61,138,235,172,407,545,0,0.75,836,77,61,138,235,172,407,545,0.746789,4
94,94,330,264,594,813,596,1409,2003,,94,330,264,594,813,596,1409,2003,0,0.7,94,330,264,594,813,596,1409,2003,0.703445,4
89,89,309,248,557,540,396,936,1493,,89,309,248,557,540,396,936,1493,0,0.63,89,309,248,557,540,396,936,1493,0.626926,4
849,849,219,175,394,459,337,796,1190,,849,219,175,394,459,337,796,1190,0,0.67,849,219,175,394,459,337,796,1190,0.668908,4
850,850,386,310,696,865,635,1500,2196,,850,386,310,696,865,635,1500,2196,0,0.68,850,386,310,696,865,635,1500,2196,0.68306,4
851,851,375,301,676,691,507,1198,1874,,851,375,301,676,691,507,1198,1874,0,0.64,851,375,301,676,691,507,1198,1874,0.639274,4
852,852,168,135,303,535,392,927,1230,,852,168,135,303,535,392,927,1230,0,0.75,852,168,135,303,535,392,927,1230,0.753659,4
854,854,7,5,12,5,3,8,20,,854,7,5,12,5,3,8,20,0,0.4,854,7,5,12,5,3,8,20,0.4,2
855,855,25,20,45,88,65,153,198,,855,25,20,45,88,65,153,198,0,0.77,855,25,20,45,88,65,153,198,0.772727,4
91,91,114,92,206,356,261,617,823,,91,114,92,206,356,261,617,823,0,0.75,91,114,92,206,356,261,617,823,0.749696,4
856,856,475,380,855,805,591,1396,2251,,856,475,380,855,805,591,1396,2251,0,0.62,856,475,380,855,805,591,1396,2251,0.620169,4
857,857,38,30,68,18,13,31,99,,857,38,30,68,18,13,31,99,0,0.31,857,38,30,68,18,13,31,99,0.313131,2
868,868,255,205,460,512,376,888,1348,,868,255,205,460,512,376,888,1348,0,0.66,868,255,205,460,512,376,888,1348,0.658754,4
107,107,395,317,712,676,496,1172,1884,,107,395,317,712,676,496,1172,1884,0,0.62,107,395,317,712,676,496,1172,1884,0.622081,4
866,866,107,85,192,172,127,299,491,,866,107,85,192,172,127,299,491,0,0.61,866,107,85,192,172,127,299,491,0.608961,3
881,881,384,308,692,807,593,1400,2092,,881,384,308,692,807,593,1400,2092,0,0.67,881,384,308,692,807,593,1400,2092,0.669216,4
106,106,443,356,799,1009,740,1749,2548,,106,443,356,799,1009,740,1749,2548,0,0.69,106,443,356,799,1009,740,1749,2548,0.686421,4
882,882,286,229,515,550,403,953,1468,,882,286,229,515,550,403,953,1468,0,0.65,882,286,229,515,550,403,953,1468,0.649183,4
1038,1038,360,382,742,550,514,1064,1806,,1038,360,382,742,550,514,1064,1806,0,0.59,1038,360,382,742,550,514,1064,1806,0.589147,3
1039,1039,692,737,1429,2384,2228,4612,6041,,1039,692,737,1429,2384,2228,4612,6041,0,0.76,1039,692,737,1429,2384,2228,4612,6041,0.76345,4
1040,1040,349,371,720,596,556,1152,1872,,1040,349,371,720,596,556,1152,1872,0,0.62,1040,349,371,720,596,556,1152,1872,0.615385,4
109,109,747,794,1541,1653,1545,3198,4739,,109,747,794,1541,1653,1545,3198,4739,0,0.67,109,747,794,1541,1653,1545,3198,4739,0.674826,4
1041,1041,224,239,463,604,564,1168,1631,,1041,224,239,463,604,564,1168,1631,0,0.72,1041,224,239,463,604,564,1168,1631,0.716125,4
1068,1068,7,5,12,24,15,39,51,,1068,7,5,12,24,15,39,51,0,0.76,1068,7,5,12,24,15,39,51,0.764706,4
1069,1069,29,20,49,32,20,52,101,,1069,29,20,49,32,20,52,101,0,0.51,1069,29,20,49,32,20,52,101,0.514851,3
1060,1060,1,0,1,9,6,15,16,,1060,1,0,1,9,6,15,16,0,0.94,1060,1,0,1,9,6,15,16,0.9375,5
1061,1061,3,2,5,84,58,142,147,,1061,3,2,5,84,58,142,147,0,0.97,1061,3,2,5,84,58,142,147,0.965986,5
1070,1070,2,1,3,8,6,14,17,,1070,2,1,3,8,6,14,17,0,0.82,1070,2,1,3,8,6,14,17,0.823529,5
1054,1054,21,22,43,108,66,174,217,,1054,21,22,43,108,66,174,217,0,0.8,1054,21,22,43,108,66,174,217,0.801843,4
1055,1055,524,551,1075,2694,1640,4334,5409,,1055,524,551,1075,2694,1640,4334,5409,0,0.8,1055,524,551,1075,2694,1640,4334,5409,0.801257,4
1056,1056,135,141,276,693,422,1115,1391,,1056,135,141,276,693,422,1115,1391,0,0.8,1056,135,141,276,693,422,1115,1391,0.801582,4
1044,1044,0,0,0,0,0,0,0,,1044,0,0,0,0,0,0,0,0,0,1044,0,0,0,0,0,0,0,0,1
1045,1045,49,52,101,252,154,406,507,,1045,49,52,101,252,154,406,507,0,0.8,1045,49,52,101,252,154,406,507,0.800789,4
1046,1046,0,0,0,0,0,0,0,,1046,0,0,0,0,0,0,0,0,0,1046,0,0,0,0,0,0,0,0,1
219,219,461,485,946,2186,1330,3516,4462,,219,461,485,946,2186,1330,3516,4462,0,0.79,219,461,485,946,2186,1330,3516,4462,0.787987,4
1047,1047,16,17,33,34,20,54,87,,1047,16,17,33,34,20,54,87,0,0.62,1047,16,17,33,34,20,54,87,0.62069,4
1048,1048,231,242,473,1147,698,1845,2318,,1048,231,242,473,1147,698,1845,2318,0,0.8,1048,231,242,473,1147,698,1845,2318,0.795945,4
1051,1051,688,722,1410,3461,2107,5568,6978,,1051,688,722,1410,3461,2107,5568,6978,0,0.8,1051,688,722,1410,3461,2107,5568,6978,0.797936,4
1059,1059,268,281,549,1346,819,2165,2714,,1059,268,281,549,1346,819,2165,2714,0,0.8,1059,268,281,549,1346,819,2165,2714,0.797716,4
1049,1049,867,912,1779,4447,2707,7154,8933,,1049,867,912,1779,4447,2707,7154,8933,0,0.8,1049,867,912,1779,4447,2707,7154,8933,0.800851,4
1057,1057,935,983,1918,4904,2986,7890,9808,,1057,935,983,1918,4904,2986,7890,9808,0,0.8,1057,935,983,1918,4904,2986,7890,9808,0.804445,4
1050,1050,544,572,1116,2812,1712,4524,5640,,1050,544,572,1116,2812,1712,4524,5640,0,0.8,1050,544,572,1116,2812,1712,4524,5640,0.802128,4
1058,1058,590,621,1211,3089,1881,4970,6181,,1058,590,621,1211,3089,1881,4970,6181,0,0.8,1058,590,621,1211,3089,1881,4970,6181,0.804077,4
1143,1143,79,48,127,45,35,80,207,,1143,79,48,127,45,35,80,207,0,0.39,1143,79,48,127,45,35,80,207,0.386473,2
1144,1144,48,29,77,197,156,353,430,,1144,48,29,77,197,156,353,430,0,0.82,1144,48,29,77,197,156,353,430,0.82093,5
233,233,161,96,257,1331,1054,2385,2642,,233,161,96,257,1331,1054,2385,2642,0,0.9,233,161,96,257,1331,1054,2385,2642,0.902725,5
1145,1145,50,30,80,335,265,600,680,,1145,50,30,80,335,265,600,680,0,0.88,1145,50,30,80,335,265,600,680,0.882353,5
1146,1146,68,41,109,248,196,444,553,,1146,68,41,109,248,196,444,553,0,0.8,1146,68,41,109,248,196,444,553,0.802893,4
1148,1148,186,111,297,718,568,1286,1583,,1148,186,111,297,718,568,1286,1583,0,0.81,1148,186,111,297,718,568,1286,1583,0.812382,5
1149,1149,76,45,121,502,397,899,1020,,1149,76,45,121,502,397,899,1020,0,0.88,1149,76,45,121,502,397,899,1020,0.881373,5
234,234,159,95,254,785,622,1407,1661,,234,159,95,254,785,622,1407,1661,0,0.85,234,159,95,254,785,622,1407,1661,0.84708,5
1150,1150,114,69,183,725,575,1300,1483,,1150,114,69,183,725,575,1300,1483,0,0.88,1150,114,69,183,725,575,1300,1483,0.876601,5
1154,1154,103,94,197,604,361,965,1162,,1154,103,94,197,604,361,965,1162,0,0.83,1154,103,94,197,604,361,965,1162,0.830465,5
237,237,196,178,374,1295,773,2068,2442,,237,196,178,374,1295,773,2068,2442,0,0.85,237,196,178,374,1295,773,2068,2442,0.846847,5
1155,1155,179,162,341,1191,710,1901,2242,,1155,179,162,341,1191,710,1901,2242,0,0.85,1155,179,162,341,1191,710,1901,2242,0.847904,5
1465,1465,59,54,113,552,329,881,994,,1465,59,54,113,552,329,881,994,0,0.89,1465,59,54,113,552,329,881,994,0.886318,5
1466,1466,1,1,2,11,7,18,20,,1466,1,1,2,11,7,18,20,0,0.9,1466,1,1,2,11,7,18,20,0.9,5
1467,1467,2,1,3,19,11,30,33,,1467,2,1,3,19,11,30,33,0,0.91,1467,2,1,3,19,11,30,33,0.909091,5
1468,1468,162,148,310,1574,939,2513,2823,,1468,162,148,310,1574,939,2513,2823,0,0.89,1468,162,148,310,1574,939,2513,2823,0.890188,5
1469,1469,119,109,228,881,526,1407,1635,,1469,119,109,228,881,526,1407,1635,0,0.86,1469,119,109,228,881,526,1407,1635,0.86055,5
1470,1470,157,142,299,1142,681,1823,2122,,1470,157,142,299,1142,681,1823,2122,0,0.86,1470,157,142,299,1142,681,1823,2122,0.859095,5
1118,1118,82,89,171,1330,692,2022,2193,,1118,82,89,171,1330,692,2022,2193,0,0.92,1118,82,89,171,1330,692,2022,2193,0.922025,5
1119,1119,87,93,180,1426,742,2168,2348,,1119,87,93,180,1426,742,2168,2348,0,0.92,1119,87,93,180,1426,742,2168,2348,0.923339,5
1120,1120,51,55,106,881,459,1340,1446,,1120,51,55,106,881,459,1340,1446,0,0.93,1120,51,55,106,881,459,1340,1446,0.926694,5
1121,1121,37,39,76,676,351,1027,1103,,1121,37,39,76,676,351,1027,1103,0,0.93,1121,37,39,76,676,351,1027,1103,0.931097,5
1122,1122,126,135,261,1487,774,2261,2522,,1122,126,135,261,1487,774,2261,2522,0,0.9,1122,126,135,261,1487,774,2261,2522,0.896511,5
1123,1123,131,141,272,1095,570,1665,1937,,1123,131,141,272,1095,570,1665,1937,0,0.86,1123,131,141,272,1095,570,1665,1937,0.859577,5
1124,1124,83,90,173,1302,678,1980,2153,,1124,83,90,173,1302,678,1980,2153,0,0.92,1124,83,90,173,1302,678,1980,2153,0.919647,5
1125,1125,153,165,318,1796,934,2730,3048,,1125,153,165,318,1796,934,2730,3048,0,0.9,1125,153,165,318,1796,934,2730,3048,0.895669,5
1126,1126,114,122,236,1097,571,1668,1904,,1126,114,122,236,1097,571,1668,1904,0,0.88,1126,114,122,236,1097,571,1668,1904,0.87605,5
1129,1129,0,0,0,0,0,0,0,,1129,0,0,0,0,0,0,0,0,0,1129,0,0,0,0,0,0,0,0,1
1130,1130,29,31,60,460,240,700,760,,1130,29,31,60,460,240,700,760,0,0.92,1130,29,31,60,460,240,700,760,0.921053,5
1131,1131,48,51,99,404,210,614,713,,1131,48,51,99,404,210,614,713,0,0.86,1131,48,51,99,404,210,614,713,0.86115,5
1132,1132,46,49,95,53,27,80,175,,1132,46,49,95,53,27,80,175,0,0.46,1132,46,49,95,53,27,80,175,0.457143,3
1133,1133,1,1,2,8,4,12,14,,1133,1,1,2,8,4,12,14,0,0.86,1133,1,1,2,8,4,12,14,0.857143,5
1134,1134,12,13,25,81,42,123,148,,1134,12,13,25,81,42,123,148,0,0.83,1134,12,13,25,81,42,123,148,0.831081,5
1135,1135,0,1,1,4,2,6,7,,1135,0,1,1,4,2,6,7,0,0.86,1135,0,1,1,4,2,6,7,0.857143,5
1136,1136,6,6,12,103,54,157,169,,1136,6,6,12,103,54,157,169,0,0.93,1136,6,6,12,103,54,157,169,0.928994,5
230,230,73,78,151,259,135,394,545,,230,73,78,151,259,135,394,545,0,0.72,230,73,78,151,259,135,394,545,0.722936,4
1138,1138,0,0,0,0,0,0,0,,1138,0,0,0,0,0,0,0,0,0,1138,0,0,0,0,0,0,0,0,1
1139,1139,58,63,121,606,316,922,1043,,1139,58,63,121,606,316,922,1043,0,0.88,1139,58,63,121,606,316,922,1043,0.883988,5
232,232,54,58,112,404,210,614,726,,232,54,58,112,404,210,614,726,0,0.85,232,54,58,112,404,210,614,726,0.84573,5
1140,1140,95,86,181,836,498,1334,1515,,1140,95,86,181,836,498,1334,1515,0,0.88,1140,95,86,181,836,498,1334,1515,0.880528,5
1191,1191,27,25,52,314,188,502,554,,1191,27,25,52,314,188,502,554,0,0.91,1191,27,25,52,314,188,502,554,0.906137,5
1192,1192,220,199,419,975,581,1556,1975,,1192,220,199,419,975,581,1556,1975,0,0.79,1192,220,199,419,975,581,1556,1975,0.787848,4
1193,1193,2,1,3,7,4,11,14,,1193,2,1,3,7,4,11,14,0,0.79,1193,2,1,3,7,4,11,14,0.785714,4
1194,1194,31,28,59,360,215,575,634,,1194,31,28,59,360,215,575,634,0,0.91,1194,31,28,59,360,215,575,634,0.90694,5
238,238,343,311,654,3290,1962,5252,5906,,238,343,311,654,3290,1962,5252,5906,0,0.89,238,343,311,654,3290,1962,5252,5906,0.889265,5
239,239,161,146,307,1124,671,1795,2102,,239,161,146,307,1124,671,1795,2102,0,0.85,239,161,146,307,1124,671,1795,2102,0.853949,5
1201,1201,0,0,0,0,0,0,0,,1201,0,0,0,0,0,0,0,0,0,1201,0,0,0,0,0,0,0,0,1
1202,1202,15,14,29,158,94,252,281,,1202,15,14,29,158,94,252,281,0,0.9,1202,15,14,29,158,94,252,281,0.896797,5
1203,1203,198,180,378,1118,667,1785,2163,,1203,198,180,378,1118,667,1785,2163,0,0.83,1203,198,180,378,1118,667,1785,2163,0.825243,5
243,243,157,142,299,1134,676,1810,2109,,243,157,142,299,1134,676,1810,2109,0,0.86,243,157,142,299,1134,676,1810,2109,0.858227,5
1204,1204,0,0,0,0,0,0,0,,1204,0,0,0,0,0,0,0,0,0,1204,0,0,0,0,0,0,0,0,1
1205,1205,58,52,110,261,156,417,527,,1205,58,52,110,261,156,417,527,0,0.79,1205,58,52,110,261,156,417,527,0.791271,4
1206,1206,19,18,37,144,86,230,267,,1206,19,18,37,144,86,230,267,0,0.86,1206,19,18,37,144,86,230,267,0.861423,5
1207,1207,41,38,79,205,123,328,407,,1207,41,38,79,205,123,328,407,0,0.81,1207,41,38,79,205,123,328,407,0.805897,4
1208,1208,119,108,227,560,334,894,1121,,1208,119,108,227,560,334,894,1121,0,0.8,1208,119,108,227,560,334,894,1121,0.797502,4
242,242,129,117,246,323,192,515,761,,242,129,117,246,323,192,515,761,0,0.68,242,129,117,246,323,192,515,761,0.676741,4
1196,1196,0,0,0,0,0,0,0,,1196,0,0,0,0,0,0,0,0,0,1196,0,0,0,0,0,0,0,0,1
1197,1197,46,42,88,217,129,346,434,,1197,46,42,88,217,129,346,434,0,0.8,1197,46,42,88,217,129,346,434,0.797235,4
1198,1198,89,81,170,767,458,1225,1395,,1198,89,81,170,767,458,1225,1395,0,0.88,1198,89,81,170,767,458,1225,1395,0.878136,5
1199,1199,76,69,145,60,35,95,240,,1199,76,69,145,60,35,95,240,0,0.4,1199,76,69,145,60,35,95,240,0.395833,2
245,245,252,228,480,1376,820,2196,2676,,245,252,228,480,1376,820,2196,2676,0,0.82,245,252,228,480,1376,820,2196,2676,0.820628,5
1210,1210,175,158,333,870,519,1389,1722,,1210,175,158,333,870,519,1389,1722,0,0.81,1210,175,158,333,870,519,1389,1722,0.80662,4
1211,1211,0,0,0,0,0,0,0,,1211,0,0,0,0,0,0,0,0,0,1211,0,0,0,0,0,0,0,0,1
1212,1212,699,635,1334,1418,845,2263,3597,,1212,699,635,1334,1418,845,2263,3597,0,0.63,1212,699,635,1334,1418,845,2263,3597,0.629135,4
1213,1213,1,0,1,4,2,6,7,,1213,1,0,1,4,2,6,7,0,0.86,1213,1,0,1,4,2,6,7,0.857143,5
1214,1214,505,458,963,767,458,1225,2188,,1214,505,458,963,767,458,1225,2188,0,0.56,1214,505,458,963,767,458,1225,2188,0.559872,3
1151,1151,306,278,584,779,465,1244,1828,,1151,306,278,584,779,465,1244,1828,0,0.68,1151,306,278,584,779,465,1244,1828,0.680525,4
